117034,87.5,123.89,2.17,2.44,2.27,65.34,88.5,S3
117034,87.6,124.12,2.18,2.45,2.27,40.55,87,S3
117034,87.7,124.16,2.14,2.5,2.25,77.46,85.5,S3
117034,87.8,124.17,2.15,2.56,2.27,68.03,84,S4
117034,87.9,124.08,2.29,2.5,2.36,70.86,82.5,S4
117034,88,124.32,2.41,2.54,2.44,59.54,81,S4
117034,88.1,124.3,2.47,2.48,2.48,70.19,82.5,S3
117034,88.2,124.28,2.46,2.46,2.47,77.33,84,S4
117034,88.3,124.47,2.48,2.49,2.48,61.43,88.5,S4
117034,88.4,123.96,2.41,2.48,2.44,94.84,88.5,S4
117034,88.5,123.97,2.44,2.47,2.45,80.02,88.5,S4
117034,88.6,123.99,2.5,2.49,2.49,43.65,87,S4
117034,88.7,124.03,2.44,2.52,2.47,58.47,84,S4
117034,88.8,124,2.44,2.53,2.46,56.18,82.5,S4
117034,88.9,124.03,2.44,2.52,2.47,68.57,82.5,S3
117034,89,123.95,2.47,2.52,2.48,66.82,81,S3
117034,89.1,123.96,2.42,2.49,2.45,75.85,82.5,S3
117034,89.2,124.03,2.42,2.5,2.44,65.34,82.5,S3
117034,89.3,124.04,2.47,2.49,2.48,74.09,81,S3
117034,89.4,123.98,2.47,2.49,2.48,72.21,82.5,S3
117034,89.5,123.98,2.47,2.49,2.48,48.9,85.5,S3
117034,89.6,123.97,2.44,2.5,2.46,68.71,87,S3
117034,89.7,124.02,2.43,2.48,2.44,57.39,85.5,S3
117034,89.8,124.09,2.44,2.47,2.45,75.58,85.5,S3
117034,89.9,123.95,2.44,2.45,2.45,92.55,84,S3
117034,90,123.87,2.45,2.49,2.46,64.93,85.5,S3
117034,90.1,124,2.43,2.5,2.45,65.2,85.65,S3
117034,90.2,123.97,2.46,2.49,2.47,73.29,85.5,S3
117034,90.3,123.9,2.49,2.49,2.49,57.25,84,S3
117034,90.4,123.87,2.44,2.49,2.46,83.52,85.5,S3
117034,90.5,123.94,2.45,2.5,2.46,68.71,88.5,S3
117034,90.6,123.92,2.45,2.48,2.46,72.88,87,S3
117034,90.7,123.94,2.4,2.47,2.43,65.74,85.5,S3
117034,90.8,123.82,2.41,2.49,2.44,52.54,82.5,XT
117034,90.9,123.87,2.51,2.46,2.5,66.15,84,XT
117034,91,123.85,2.48,2.51,2.49,40.15,84,XT
117034,91.1,123.92,2.5,2.53,2.5,57.39,84,XT
117034,91.2,123.81,2.45,2.51,2.47,51.87,81,XT
117034,91.3,123.87,2.48,2.53,2.5,52.4,82.5,XT
117034,91.4,123.9,2.44,2.5,2.47,61.84,85.5,XT
117034,91.5,123.87,2.46,2.54,2.48,69.51,84,XT
117034,91.6,123.86,2.47,2.49,2.48,49.44,82.5,XT
117034,91.7,123.76,2.48,2.49,2.49,64.8,82.5,XT
117034,91.8,123.74,2.48,2.49,2.49,61.57,82.5,XT
117034,91.9,123.86,2.4,2.54,2.44,47.15,81,XT
117034,92,124.16,2.3,2.59,2.33,64.13,79.5,XT
117034,92.1,123.7,2.15,2.18,2.17,37.18,91.5,TF
117034,92.2,123.76,2,1.86,2.01,32.87,112.5,TF
117034,92.3,124.05,1.93,2.04,1.94,44.32,115.5,TF
117034,92.4,124.06,2.12,1.95,2.12,64.13,109.5,TF
117034,92.5,123.9,2.2,2.25,2.21,102.25,109.5,TF
117034,92.6,124.21,2.35,2.46,2.37,132.97,111,TF
117034,92.7,124.19,2.43,2.52,2.45,139.43,108,TF
117034,92.8,124.54,2.49,2.55,2.5,141.72,93,TF
117034,92.9,124.62,2.43,2.47,2.45,173.52,97.5,TF
117034,93,124.72,2.44,2.48,2.45,176.08,102,TF
117034,93.1,124.82,2.46,2.45,2.46,178.5,102,TF
117034,93.2,124.91,2.39,2.47,2.42,165.43,112.5,TF
117034,93.3,124.82,2.43,2.46,2.44,174.05,112.5,TF
117034,93.4,124.89,2.47,2.44,2.47,139.97,105,TF
117034,93.5,124.98,2.47,2.45,2.47,167.05,106.5,TF
117034,93.6,125,2.39,2.48,2.42,198.71,112.5,TF
117034,93.7,125.02,2.31,2.48,2.33,174.19,115.5,TF
117034,93.8,124.95,2.27,2.2,2.25,176.88,124.5,S1
117034,93.9,126.94,2.28,1.81,2.25,195.74,154.5,S1
117034,94,124.59,2.31,2.47,2.3,139.03,85.5,S1
117034,94.1,124.66,2.5,2.52,2.49,91.47,84,S1
117034,94.2,124.66,2.49,2.52,2.49,88.51,73.5,S1
117034,94.3,124.68,2.45,2.48,2.46,95.51,81,S1
117034,94.4,124.73,2.46,2.48,2.47,82.99,88.5,S1
117034,94.5,124.79,2.46,2.55,2.48,85.68,94.5,S1
117034,94.6,124.82,2.47,2.5,2.49,104.54,96,S1
117034,94.7,124.79,2.5,2.54,2.5,99.69,97.5,S1
117034,94.8,124.82,2.5,2.5,2.51,94.03,96,S2
117034,94.9,124.75,2.45,2.52,2.47,109.79,97.5,S2
117034,95,124.7,2.41,2.5,2.44,110.33,99,S2
117034,95.1,124.72,2.46,2.5,2.48,92.01,97.5,S2
117034,95.2,124.76,2.54,2.53,2.53,106.83,97.5,S2
117034,95.3,124.84,2.42,2.49,2.45,112.62,99,S2
117034,95.4,124.8,2.44,2.53,2.47,109.66,97.5,S2
117034,95.5,124.81,2.4,2.5,2.44,108.85,97.5,S2
117034,95.6,124.79,2.47,2.53,2.49,90.26,96,S2
117034,95.7,124.71,2.49,2.54,2.5,93.49,96,S2
117034,95.8,124.87,2.42,2.51,2.45,94.71,94.5,S2
